Czas:	Pozycja:	Predkosc:	Moment:


6.198883056640625e-06	0.0	0.017411552369594574	0.0

0.005007743835449219	-3.0517578125e-05	0.0005351289291866124	0.0

0.010009288787841797	-1.52587890625e-05	0.010047921910881996	0.0

0.015010833740234375	-4.57763671875e-05	-0.00378201762214303	0.013996714726090431

0.020012617111206055	-1.52587890625e-05	-0.0004955232725478709	0.03017609938979149

0.02501392364501953	0.0	-0.006105308886617422	0.02550002746284008

0.030014753341674805	6.103515625e-05	0.013834839686751366	0.04663143679499626

0.035016536712646484	1.52587890625e-05	-0.007038699928671122	0.055973272770643234

0.04001784324645996	0.000152587890625	0.022233830764889717	0.053827326744794846

0.045018672943115234	6.103515625e-05	-0.01359129324555397	0.06816688179969788

0.05002117156982422	0.000152587890625	0.0022591659799218178	0.07666745781898499

0.055022478103637695	0.0001983642578125	0.009345123544335365	0.08334436267614365

0.06002354621887207	0.000274658203125	0.012041780166327953	0.0957389697432518

0.06502604484558105	0.000396728515625	0.02573838084936142	0.10372945666313171

0.07003521919250488	0.0007476806640625	0.06932089477777481	0.10108587890863419

0.07503628730773926	0.00146484375	0.14635027945041656	0.0950344055891037

0.08003783226013184	0.0026397705078125	0.23475459218025208	0.10309752821922302

0.08504891395568848	0.0042877197265625	0.3138076663017273	0.10079445689916611

0.09004998207092285	0.006622314453125	0.44824352860450745	0.11471226066350937

0.09505081176757812	0.00927734375	0.52851402759552	0.10395842790603638

0.10005307197570801	0.0126495361328125	0.6419256329536438	0.0894625261425972

0.10505414009094238	0.0167388916015625	0.7913442850112915	0.09019415080547333

0.11005544662475586	0.0210723876953125	0.8640581369400024	0.08829334378242493

0.11505746841430664	0.0263824462890625	1.0085458755493164	0.07183202356100082

0.12005901336669922	0.0321044921875	1.1232985258102417	0.085439033806324

0.12509536743164062	0.038543701171875	1.251394510269165	0.06695577502250671

0.1300971508026123	0.0453033447265625	1.3388562202453613	0.05249428004026413

0.13510560989379883	0.0524444580078125	1.4136220216751099	0.05248086154460907

0.1401064395904541	0.05926513671875	1.3854349851608276	0.06927675008773804

0.14510750770568848	0.0660247802734375	1.3577167987823486	0.06854415684938431

0.15010881423950195	0.0724945068359375	1.288017988204956	0.05253879725933075

0.15511035919189453	0.0786895751953125	1.2465323209762573	0.06792197376489639

0.1601114273071289	0.084381103515625	1.1609785556793213	0.07672678679227829

0.165114164352417	0.0902557373046875	1.1577341556549072	0.0665268748998642

0.17011618614196777	0.0960693359375	1.1252522468566895	0.06642754375934601

0.17511773109436035	0.101043701171875	1.037392497062683	0.08567841351032257

0.18011927604675293	0.1056365966796875	0.9221660494804382	0.06937200576066971

0.1851208209991455	0.109954833984375	0.8910143971443176	0.07636995613574982

0.1901228427886963	0.1142578125	0.880339503288269	0.0763581320643425

0.19512367248535156	0.1190338134765625	0.9485089778900146	0.0623910129070282

0.20012545585632324	0.1239471435546875	0.9709509015083313	0.07441022247076035

0.20512771606445312	0.128997802734375	1.0054956674575806	0.07736723124980927

0.2101287841796875	0.134033203125	1.0182758569717407	0.08129259198904037

