Czas:	Pozycja:	Prędkość:
0.0	5.157471845971501e-13	2.3464384732094223e-13
0.004954099655151367	5.171550476810754e-13	2.3464384732094223e-13
0.00997304916381836	6.204487371195078e-13	5.1412200885447845e-11
0.015001773834228516	1.1336195623976387e-12	1.0258660587680879e-10
0.020228862762451172	1.6463021532229029e-12	1.5375470341361108e-10
0.025074005126953125	2.6711474729421505e-12	2.0491330854355283e-10
0.02997612953186035	3.5930926320468594e-12	2.5605928488658947e-10
0.03504157066345215	8.684716375692357e-05	0.02877275826659964
0.039969444274902344	0.0003586328469767356	0.13151012881283486
0.04496574401855469	0.0011527668567276965	0.26899459066472126
0.04994940757751465	0.0032932542933327333	0.41500925530925076
0.054967641830444336	0.0050399852138922115	0.48644312351190017
0.059911489486694336	0.008315411707184259	0.5867980748617996
0.06496167182922363	0.010691739096467128	0.6355217405811724
0.07002615928649902	0.014759659971755552	0.7075008731053121
0.07496523857116699	0.017578730413031984	0.7403592714766702
0.0799567699432373	0.020614798412535166	0.8008372899117948
0.08496332168579102	0.025333550362534017	0.8139123360312674
0.09006834030151367	0.028639032316864366	0.8645460684325788
0.09496688842773438	0.03369604788805418	0.8652979309643101
0.09996652603149414	0.037189491751933174	0.9089272773176329
0.10501527786254883	0.04248176904623225	0.9009551670770766
0.11004877090454102	0.04610536000043977	0.9395839820085312
0.11498284339904785	0.05155972511242415	0.9254320894253947
0.11999893188476562	0.055272343754542895	0.9604737508882464
0.1249692440032959	0.060836691047594926	0.9419411190500107
0.12997007369995117	0.06460901052366584	0.9743919698877634
0.1351330280303955	0.07024611581475486	0.9527513544478552
0.13996458053588867	0.07405713903427345	0.9833132031868526
0.14499998092651367	0.077993892954652	1.0143081143911226
0.15000581741333008	0.08189623794199688	0.9418901896707352
0.15498685836791992	0.08777292547252377	1.0106704743682813
0.1599421501159668	0.09359936467609752	0.9808122586257841
0.16496968269348145	0.0975106107893485	1.0063512410217141
0.16994953155517578	0.10331230539619482	0.9766741674295449
0.17501211166381836	0.10720711142908285	1.002132232740166
0.18001389503479004	0.1112086004487073	1.028560982648347
0.18500399589538574	0.11712919506177931	0.9943984386346594
0.1901078224182129	0.12308345874279368	0.9919972980760956
0.19498658180236816	0.1269386430360503	0.98325814847454
0.20017528533935547	0.13283030633226672	0.9820442368950542
0.20502233505249023	0.1366479134875915	0.9740118137602445
0.21011900901794434	0.14248708961710987	0.9736227490786797
0.21502971649169922	0.14627269585802938	0.9660708494148562
0.2201676368713379	0.15206617416130286	0.9662159916086113
0.22499990463256836	0.1558234522718079	0.9589835394105919
0.2299954891204834	0.15964509424357623	0.9826730863009527
0.23498153686523438	0.1653068933488422	0.9524309003102527
0.24002552032470703	0.16910274261609187	0.976112300656168
0.24501490592956543	0.1747270832324166	0.9461880158810483
0.25000786781311035	0.1784982029367468	0.9697846899814662
0.2550179958343506	0.18408622075233497	0.9400964280620134
0.26000452041625977	0.18783309280540275	0.9635525930673348
0.2649669647216797	0.1933851913240919	0.9340446343188131
0.2700471878051758	0.1971078887928674	0.9573192159267996
0.27495670318603516	0.20262395691543633	0.9279543129636747
0.2800562381744385	0.20632226584243232	0.9510166457139946
0.28496241569519043	0.21180183164020422	0.9217705941064342
0.2899799346923828	0.21547533714961767	0.9445973849427085
0.29506373405456543	0.21924456447016646	0.9682367883398544
0.299973726272583	0.2248144202846058	0.934742099263751
0.3049776554107666	0.22853236179644673	0.9542970753938393
0.3105356693267822	0.2340215927374828	0.9216077657343391
0.3149697780609131	0.23768893013422998	0.9417064807097213
0.32005929946899414	0.24333129008604412	0.9388192799034119
0.32497072219848633	0.24697453058468344	0.9273863245539831
0.3299686908721924	0.25065963265260227	0.945016404749246
0.3350555896759033	0.2560910017207167	0.9110168472100897
0.3399832248687744	0.25971345173749666	0.9295257594668502
0.3450469970703125	0.2650587743001061	0.8971522711222559
0.3500337600708008	0.2686278040169014	0.9162158705311574
0.3550291061401367	0.2738986175090452	0.8850279779048169
0.3599812984466553	0.2774205481150208	0.9043871323255759
0.3649709224700928	0.28102448541898023	0.9246435944413052
0.37000298500061035	0.2863375537687433	0.8904495673679587
0.37497520446777344	0.28987547421648957	0.9071586002591103
0.38004088401794434	0.2950885394714084	0.8742278548599949
0.38497209548950195	0.2985640505029955	0.8916484761128156
0.39003658294677734	0.30211406660765155	0.9100770874294764
0.39501142501831055	0.30733960084099776	0.8750287247951773
0.4004058837890625	0.3125605060118693	0.8676528173303746
0.405010461807251	0.31592693141051875	0.856858241719741
0.40996813774108887	0.3193314956289471	0.8729911919362383
0.4150228500366211	0.32434827471999084	0.8412981730942981
0.41993212699890137	0.3276927325976319	0.8579787682406987
0.4249858856201172	0.332625280097581	0.827555148653996
0.4300248622894287	0.3359162393694311	0.8445166482466129
0.4349977970123291	0.3407727183899886	0.815038176043976
0.4400978088378906	0.34401461727281313	0.8320906795139555
0.4449806213378906	0.3488004547329276	0.8033302728998666
0.4499948024749756	0.35199620152099176	0.8203384015336384
0.45501708984375	0.35671489589885524	0.7921376332873284
0.4599733352661133	0.35986632114930284	0.8090045453923311
0.4649977684020996	0.36452001313692334	0.7812534658096539
0.47003722190856934	0.36762818910297423	0.7979095651974129
0.47499942779541016	0.3708066380709825	0.8151581142161344
0.480025053024292	0.375488616535941	0.7842163243089662
0.48497509956359863	0.3786027058862931	0.7980270071317055
0.4902379512786865	0.3833699888851584	0.7915823012310903
0.4950134754180908	0.38643764893750915	0.7795400900460665
0.5000073909759521	0.389529386642397	0.7914025070706847
0.5050158500671387	0.3940698847259035	0.7599291232891725
0.5100491046905518	0.3970860180582283	0.7725706405986688
0.5150101184844971	0.40152116026343687	0.7428049863762558
0.5200488567352295	0.4044708494850121	0.7559041614659092
0.5251669883728027	0.4088121053877547	0.7274143906242929
0.5300533771514893	0.41170165980573864	0.7407193337277203
0.5350017547607422	0.4159568388443374	0.7131983829131803
0.5400691032409668	0.4187905160985699	0.7265299864086527
0.5450072288513184	0.42296484070719714	0.6997627721897268
0.5500199794769287	0.42574545232257327	0.7129935614098555
0.5549757480621338	0.4298423226484133	0.6868299802871727
0.5600330829620361	0.4325716621235404	0.699868979675734
0.5650005340576172	0.43525797994656107	0.6478181995441918
0.5700008869171143	0.43927234148053773	0.6869868484097421
0.5749378204345703	0.4433789762504864	0.682149015513615
0.5799953937530518	0.4460228812430619	0.6719335834092675
0.5851449966430664	0.45002558993305875	0.664412507879272
0.5899646282196045	0.45260111440775297	0.6547789387737575
0.5949785709381104	0.45519910973037864	0.665235531830447
0.6000006198883057	0.4590165706407467	0.6389879716436015
0.6050028800964355	0.4615525777461385	0.649513922930343
0.6100001335144043	0.46528055956905706	0.6241408713679757
0.6150491237640381	0.46775799692414805	0.6345907600990002
0.6200125217437744	0.4714006836252296	0.6099179770673178
0.6250202655792236	0.473821796639832	0.6201881761945649
0.6300592422485352	0.4762009419072433	0.5736219667500242
0.6349570751190186	0.4797481032072664	0.6061108391390111
0.6400213241577148	0.48215700502264486	0.6164511949289613
0.6450724601745605	0.4856902100886911	0.5902284836520679
0.649958610534668	0.4880286333636475	0.5979158374333253
0.6551790237426758	0.4915883669648594	0.5896595506912903
0.6600337028503418	0.4938697316864001	0.5785210660613729
0.6652154922485352	0.4973040593917595	0.5686766627160305
0.6701622009277344	0.49950495803645567	0.558428324799402
0.6749720573425293	0.5017158362366403	0.5649310176112936
0.6800131797790527	0.504951260198372	0.5402437055895903
0.6851565837860107	0.5081630202003592	0.5323504117100661
0.6900243759155273	0.5102244742209042	0.5233912514660348
0.6950576305389404	0.5122979606581661	0.5301217766824766
0.7001028060913086	0.51533546846898	0.507444873762589
0.7050182819366455	0.5173459736016512	0.5140573471846013
0.7100803852081299	0.5204057362230049	0.5067302195797512
0.7150015830993652	0.5223657570163354	0.49685692607559734
0.7202005386352539	0.5253131497252465	0.48777328929072356
0.7250087261199951	0.5272000578575923	0.4784662065041429
0.7299237251281738	0.5300397128932152	0.4700984252203841
0.7350025177001953	0.5318585630719408	0.4613010549544954
0.7401700019836426	0.5345970251806321	0.4534172148157453
