Czas:	Pozycja:	Predkosc:	Moment:


5.7220458984375e-06	0.0	-0.002346394583582878	0.0

0.005006551742553711	-1.52587890625e-05	-0.0033707767724990845	0.0

0.010008573532104492	1.52587890625e-05	0.0071381558664143085	0.0

0.015009164810180664	0.000732421875	0.17961077392101288	0.37320268154144287

0.020011186599731445	0.0061492919921875	0.9816657900810242	0.30159473419189453

0.025012731552124023	0.0154266357421875	1.7330976724624634	0.2544615864753723

0.030015945434570312	0.0277099609375	2.360281229019165	0.21222737431526184

0.03501701354980469	0.041839599609375	2.784355401992798	0.1750989854335785

0.040018320083618164	0.0578765869140625	3.13091778755188	0.16894014179706573

0.04502105712890625	0.0748291015625	3.331709861755371	0.13041278719902039

0.05002260208129883	0.0923919677734375	3.4586734771728516	0.10188966989517212

0.055023908615112305	0.1096038818359375	3.5018351078033447	0.09012868255376816

0.060025930404663086	0.1268157958984375	3.424668312072754	0.05850156769156456

0.06502819061279297	0.1436309814453125	3.3778927326202393	0.030472731217741966

0.07004117965698242	0.1599578857421875	3.2292354106903076	0.02751411683857441

0.0750434398651123	0.1746826171875	3.0074119567871094	0.011185628361999989

0.08004498481750488	0.188720703125	2.81007719039917	0.004555987194180489

0.08504652976989746	0.2014312744140625	2.5809648036956787	-0.0017967872554436326

0.09004783630371094	0.2127227783203125	2.3009748458862305	-0.01610344462096691

0.09504938125610352	0.2230072021484375	2.0827488899230957	-0.02240408957004547

0.1000509262084961	0.2316741943359375	1.7398254871368408	-0.02030288800597191

0.10505270957946777	0.237945556640625	1.3346750736236572	-0.019973209127783775

0.11005425453186035	0.2424468994140625	0.9701589941978455	-0.020853517577052116

0.11505603790283203	0.24560546875	0.6565241813659668	-0.01859090104699135

0.12005805969238281	0.2472991943359375	0.38952913880348206	-0.016125155612826347

0.1250603199005127	0.248077392578125	0.19108779728412628	-0.008767988532781601

0.13006210327148438	0.2482452392578125	0.055227819830179214	0.007934138178825378

0.13506340980529785	0.248199462890625	0.015849512070417404	0.0017352307913824916

0.14006471633911133	0.2481689453125	0.009974613785743713	2.0255899735310834e-10

0.1450662612915039	0.2481231689453125	-0.007356729824095964	0.010698470287024975

0.15006804466247559	0.2481842041015625	0.01305717509239912	-0.0035417962353676558

0.15506982803344727	0.24810791015625	-0.005698579829186201	0.009600983932614326

0.16007184982299805	0.248138427734375	0.003986768890172243	0.0008380289073102176

0.16507530212402344	0.2481689453125	0.008019976317882538	0.007949039340019226

0.17007756233215332	0.2481536865234375	0.010688384994864464	0.007950833067297935

0.1750805377960205	0.2481536865234375	-0.00016723298176657408	0.0043967426754534245

0.1800830364227295	0.24810791015625	-0.00685786921530962	0.014277670532464981

0.18508458137512207	0.248199462890625	0.011745719239115715	0.006213020533323288

0.19008684158325195	0.248138427734375	0.0011693277629092336	0.0016725872410461307

0.19508886337280273	0.2481689453125	0.0028353207744657993	0.0035500999074429274

0.2000904083251953	0.248138427734375	0.006239466834813356	0.008792690932750702

0.20511484146118164	0.2481231689453125	-0.003941599745303392	0.012349877506494522

0.21011710166931152	0.2481842041015625	0.01888658106327057	2.28956242853684e-10

